ZIP,CITY,COUNTY,STATEID,STATE,LAT,LNG,TIMEZONE,MEDIAN_AGE,POPULATION,POPCHANGE#,POPCHANGE%,DENSITY_PER_KM,HOUSING_UNITS,HOMESCHANGE#,HOMESCHANGE%,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MEDINCCHANGE#,MEDINCCHANGE%,200K_MORE_%,MEAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,IN_LABOR_FORCE_%,FERTILITY_RATE_%,VOTING_POPULATION,BELOW_POVERTY_LEVEL_%,EDU_HS_OR_ABOVE_%,EDU_BS_OR_AVOVE_%,M_PER_100_F,AGE_UNDER_18_%,AGE_65_OR_ABOVE_%,RACE_WHITE_%,RACE_BLACK_%,RACE_ASIAN_%,CLUSTER,CLUS_NAME
41139,Flatwoods,Greenup,KY,Kentucky,38.51539,-82.72848,America/New_York,41.0,8108,-52,-0.006372549019607843,524.6,2239,-33,-0.014524647887323943,92600,51688,2639,0.05380333951762523,2.1,63541,26268,55.4,3.8,6337,10.3,92.0,16.0,93.4,21.8,17.8,96.5,1.0,0.3,3,"Older, Employed, Lower Educated, Middle Income"
41143,Grayson,Carter,KY,Kentucky,38.33259,-82.9724,America/New_York,40.3,14093,-521,-0.03565074586013412,28.4,4074,-103,-0.02465884606176682,93200,37672,-595,-0.015548645046645937,0.6,50212,19867,48.9,3.8,11230,12.7,84.3,17.4,101.4,20.1,17.9,96.5,1.5,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41144,Greenup,Greenup,KY,Kentucky,38.53685,-82.91904,America/New_York,45.1,10002,-115,-0.011367006029455371,26.4,3090,-59,-0.018736106700539854,93500,40586,-943,-0.022707024007320185,1.0,54864,21364,49.2,3.7,7808,14.5,84.1,10.7,98.7,21.8,19.1,96.7,1.5,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41164,Olive Hill,Carter,KY,Kentucky,38.28971,-83.16255,America/New_York,42.5,13685,427,0.03220696937697993,20.8,4165,-30,-0.007151370679380214,74900,32400,-4033,-0.1106963467186342,0.4,42829,16982,46.3,6.1,10232,22.2,74.4,9.8,95.1,24.6,17.5,99.1,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41169,Russell,Greenup,KY,Kentucky,38.52612,-82.71231,America/New_York,42.0,5502,-370,-0.06301089918256131,324.5,1566,-106,-0.06339712918660287,136200,53539,-1707,-0.030898164573000764,0.8,62526,25204,55.1,5.9,4287,13.1,91.6,27.8,97.6,21.9,19.7,97.7,0.3,1.1,3,"Older, Employed, Lower Educated, Middle Income"
41171,Sandy Hook,Elliott,KY,Kentucky,38.09415,-83.10473,America/New_York,39.7,4825,198,0.042792306029824936,15.6,1142,60,0.05545286506469501,84700,32277,973,0.031082289803220038,0.2,42250,12768,28.2,4.5,3930,26.7,76.0,8.1,159.7,18.4,13.3,94.1,5.5,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41175,South Shore,Greenup,KY,Kentucky,38.65134000000001,-82.97228,America/New_York,40.3,5608,178,0.032780847145488026,28.1,1580,-30,-0.018633540372670808,94000,46776,3927,0.0916474130084716,1.4,63287,24156,50.6,5.0,4155,14.0,83.8,15.6,90.7,25.5,19.8,97.6,0.1,0.2,3,"Older, Employed, Lower Educated, Middle Income"
41179,Vanceburg,Lewis,KY,Kentucky,38.52673,-83.38774000000002,America/New_York,41.8,7718,242,0.03237025147137507,9.3,2314,179,0.08384074941451991,73200,27586,1670,0.06443895662910944,0.7,46055,19518,42.1,8.200000000000001,5928,21.6,70.3,13.3,95.4,22.7,16.5,96.7,0.4,0.2,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41224,Inez,Martin,KY,Kentucky,37.82735,-82.53915,America/New_York,39.9,6495,-37,-0.005664421310471525,27.4,1478,-8,-0.0053835800807537,96000,29570,-332,-0.011102936258444251,0.0,38105,13480,29.4,7.399999999999999,5283,26.5,78.2,8.7,140.4,18.1,11.2,89.1,9.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41230,Louisa,Lawrence,KY,Kentucky,38.06401,-82.66635,America/New_York,39.8,12086,73,0.006076750187297095,20.0,3570,83,0.02380269572698595,80000,31523,-1675,-0.050454846677510684,1.6,48566,18890,44.9,4.8,9157,18.0,75.8,11.3,97.0,23.5,16.5,97.7,0.4,0.6,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41240,Paintsville,Johnson,KY,Kentucky,37.8239,-82.79746,America/New_York,42.2,6960,-351,-0.0480098481739844,59.6,1434,-308,-0.17680826636050515,106000,38829,3037,0.08485136343316943,0.9,49471,19736,40.5,10.1,5253,15.3,83.8,18.8,100.9,23.6,17.9,96.6,1.0,1.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41256,Staffordsville,Johnson,KY,Kentucky,37.8303,-82.88499,America/New_York,35.6,2847,447,0.18625,42.6,854,96,0.1266490765171504,87100,37389,381,0.010295071335927369,4.5,71950,26556,52.0,10.7,2211,15.2,81.0,20.2,83.4,21.8,11.6,95.5,0.0,4.5,4,"Younger, Employed, Lower Educated, Low Income"
41301,Campton,Wolfe,KY,Kentucky,37.71939,-83.5006,America/New_York,41.4,6617,587,0.09734660033167496,11.5,1629,139,0.09328859060402683,61100,24023,1341,0.05912177056696941,1.5,38974,14973,35.4,7.199999999999998,4958,34.4,70.4,7.8,93.0,25.1,18.5,98.4,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41311,Beattyville,Lee,KY,Kentucky,37.58224000000001,-83.71104,America/New_York,42.5,6491,-222,-0.03307016237151795,16.5,1959,-35,-0.017552657973921762,66400,22864,2071,0.09960082720146204,0.8,34524,14918,35.4,6.6000000000000005,5064,31.7,70.7,9.0,99.0,21.4,16.1,97.2,1.3,0.5,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41314,Booneville,Owsley,KY,Kentucky,37.42587,-83.64039,America/New_York,42.1,4767,-92,-0.018933937024079032,9.0,1335,35,0.026923076923076925,63600,23373,-1046,-0.04283549694909702,0.4,41305,16278,36.6,3.6,3788,33.5,70.2,15.9,75.7,20.5,17.0,95.0,3.9,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41339,Jackson,Breathitt,KY,Kentucky,37.53587,-83.29614000000002,America/New_York,40.8,10956,-115,-0.010387498870924036,12.0,3102,-70,-0.022068095838587643,51800,26697,580,0.022207757399395033,1.4,43900,17526,43.1,5.4,8567,28.0,73.8,12.9,102.4,21.5,15.2,97.1,1.2,0.3,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41465,Salyersville,Magoffin,KY,Kentucky,37.72848,-83.08566,America/New_York,41.6,11648,-62,-0.0052946199829205795,17.7,3146,-102,-0.03140394088669951,66500,30909,838,0.027867380532739183,0.6,43947,17821,42.4,6.3,8790,23.6,72.3,11.1,100.2,24.2,14.9,99.9,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41472,West Liberty,Morgan,KY,Kentucky,37.94287,-83.21961999999998,America/New_York,41.4,10387,69,0.0066873425082380296,15.4,2769,125,0.0472768532526475,77400,33699,2371,0.07568309499489274,0.8,46990,16766,34.1,6.7,8524,21.2,75.7,13.1,138.5,17.3,16.6,93.1,4.2,0.8,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41501,Pikeville,Pike,KY,Kentucky,37.51609000000001,-82.51725,America/New_York,37.9,23122,-508,-0.02149809564113415,44.8,5939,-38,-0.006357704534047181,104600,35656,602,0.017173503737091346,3.1,57090,24048,51.7,4.5,17970,22.9,79.0,19.9,93.1,21.8,15.1,95.6,1.7,0.5,4,"Younger, Employed, Lower Educated, Low Income"
41514,Belfry,Pike,KY,Kentucky,37.67084000000001,-82.33075,America/New_York,45.8,2932,110,0.038979447200566966,26.6,765,8,0.010568031704095112,68300,27756,1039,0.038889096829733884,0.0,38341,17202,42.6,6.9,2356,22.2,78.9,10.0,86.5,19.6,13.6,96.4,0.6,3.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41522,Elkhorn City,Pike,KY,Kentucky,37.31086,-82.40908,America/New_York,44.7,5406,302,0.059169278996865214,31.7,1821,44,0.02476083286437817,58400,27339,-3161,-0.10363934426229507,0.5,39048,16262,37.9,6.4,4207,20.3,68.8,11.8,97.3,22.2,20.2,99.2,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41537,Jenkins,Letcher,KY,Kentucky,37.22893,-82.6111,America/New_York,39.5,5229,-14,-0.0026702269692923893,37.2,1481,-97,-0.0614702154626109,64400,30490,-73,-0.002388508981448157,1.4,48083,19222,41.1,6.0,4038,26.8,74.0,10.5,95.7,22.5,18.5,98.2,0.5,0.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41562,Shelbiana,Pike,KY,Kentucky,37.39868,-82.46363000000002,America/New_York,44.2,2814,-55,-0.019170442662948758,39.8,804,-30,-0.03597122302158273,66600,36955,580,0.015945017182130584,0.0,51465,21012,52.2,8.200000000000001,2165,21.4,81.1,6.5,90.1,23.1,11.0,99.4,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41572,Virgie,Pike,KY,Kentucky,37.31351,-82.64357,America/New_York,46.0,3733,-45,-0.011911064055055586,31.8,1284,72,0.0594059405940594,89900,36985,-1107,-0.02906122020371732,0.0,44525,19056,41.1,3.3000000000000003,2926,21.9,79.5,10.6,86.4,20.9,18.7,98.7,0.7,0.7,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41635,Harold,Floyd,KY,Kentucky,37.47705,-82.62674,America/New_York,39.4,2807,82,0.030091743119266056,57.3,723,-49,-0.06347150259067358,91700,26514,-244,-0.009118768218850435,1.5,38069,15444,48.0,6.3,2059,30.7,68.8,9.6,117.6,26.6,16.6,99.5,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41653,Prestonsburg,Floyd,KY,Kentucky,37.66105,-82.76355,America/New_York,40.5,10776,-407,-0.036394527407672364,36.8,2782,-15,-0.005362888809438684,98100,32813,1096,0.03455560109720339,1.8,48772,20507,44.5,1.7999999999999998,8598,21.6,77.8,18.3,94.3,20.0,17.3,96.2,2.0,1.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41701,Hazard,Perry,KY,Kentucky,37.2983,-83.19129000000002,America/New_York,42.3,17266,-262,-0.01494751255134642,45.0,4865,-28,-0.005722460658082976,78600,39280,2820,0.07734503565551289,3.6,54116,22255,47.4,6.0,13384,18.8,79.5,15.8,100.4,21.4,17.0,95.2,2.3,1.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41749,Hyden,Leslie,KY,Kentucky,37.19765,-83.4101,America/New_York,41.4,3764,318,0.0922809053975624,14.8,1145,98,0.0936007640878701,56800,31117,7280,0.30540755967613376,1.2,39425,15266,37.7,0.4,2889,20.8,76.2,11.4,97.0,23.0,16.7,95.7,0.3,1.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41858,Whitesburg,Letcher,KY,Kentucky,37.13537,-82.85273000000002,America/New_York,41.2,7891,-243,-0.029874600442586673,35.4,2488,-1,-0.00040176777822418635,72300,29380,2024,0.07398742506214359,0.9,44004,19365,41.9,2.0,6080,24.2,75.1,16.2,86.5,22.5,18.5,98.8,0.2,0.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
42501,Somerset,Pulaski,KY,Kentucky,37.06174,-84.44978,America/New_York,41.7,18062,59,0.003277231572515692,34.0,4341,-116,-0.026026475207538702,87100,24827,-1784,-0.0670399458870392,1.1,38920,17052,47.2,7.000000000000001,13858,28.0,76.9,10.4,93.2,22.6,17.6,94.8,1.9,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
42503,Somerset,Pulaski,KY,Kentucky,37.15642,-84.52524,America/New_York,41.7,23438,181,0.007782603087242552,68.4,6788,286,0.04398646570286066,134300,43974,1388,0.03259287089653877,1.8,60348,24374,57.3,5.9,17667,14.4,84.7,21.6,92.7,22.6,19.2,94.9,0.7,1.8,3,"Older, Employed, Lower Educated, Middle Income"
42519,Burnside,Pulaski,KY,Kentucky,36.93932,-84.53574,America/New_York,44.7,3461,233,0.07218091697645601,25.0,1155,22,0.019417475728155338,53800,27481,3785,0.1597316002700878,0.2,36747,15717,45.8,0.0,2778,24.2,77.8,12.0,116.0,19.7,19.1,98.6,0.1,0.8,0,"Middle Aged, Unemployed, Uneducated, Low Income"
42539,Liberty,Casey,KY,Kentucky,37.30381,-84.95385999999998,America/New_York,43.2,9556,-475,-0.04735320506430067,18.3,3122,-36,-0.011399620012666244,79000,34362,708,0.021037618113745767,0.6,45878,19107,48.9,6.4,7495,16.5,76.5,12.5,100.3,21.0,20.1,96.8,1.1,0.5,0,"Middle Aged, Unemployed, Uneducated, Low Income"
42553,Science Hill,Pulaski,KY,Kentucky,37.1712,-84.697,America/New_York,43.7,4615,-341,-0.06880548829701373,32.8,1343,-67,-0.0475177304964539,122100,39565,-1255,-0.030744732974032338,1.2,50966,20518,56.4,10.4,3625,16.1,80.0,11.8,117.8,21.1,15.8,99.2,0.3,0.2,3,"Older, Employed, Lower Educated, Middle Income"
42567,Eubank,Pulaski,KY,Kentucky,37.26417,-84.60654,America/New_York,35.6,6069,-422,-0.0650130950546911,25.4,1662,-77,-0.04427832087406555,72100,30806,-471,-0.015058989033475075,0.5,42789,16962,51.8,0.7000000000000001,4565,22.3,77.2,10.0,100.6,23.5,15.4,96.5,0.1,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43001,Alexandria,Licking,OH,Ohio,40.08865,-82.61363,America/New_York,39.3,2890,-40,-0.013651877133105802,34.9,920,-61,-0.06218144750254843,195200,74050,1109,0.015204069042102522,1.0,84712,31073,74.0,1.5,2119,1.5,95.3,31.7,93.6,26.7,13.1,96.3,0.0,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43002,Amlin,Franklin,OH,Ohio,40.06333,-83.1739,America/New_York,32.7,3238,380,0.13296011196641008,872.4,1477,57,0.04014084507042254,152500,72339,-6721,-0.08501138375917025,0.7,86258,51282,91.9,3.3000000000000003,2985,0.0,99.6,56.1,92.5,3.9,6.7,93.3,3.0,3.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43003,Ashley,Delaware,OH,Ohio,40.41034000000001,-82.97538,America/New_York,41.3,2895,20,0.006956521739130435,33.2,760,-43,-0.053549190535491904,140400,48681,-2060,-0.04059833270924893,1.8,61948,23171,61.6,16.5,2299,10.3,86.3,17.8,109.2,20.3,14.6,98.0,0.0,0.1,3,"Older, Employed, Lower Educated, Middle Income"
43004,Blacklick,Franklin,OH,Ohio,40.01581,-82.80011999999998,America/New_York,34.9,25768,295,0.011580889569347936,678.2,7152,309,0.04515563349408154,168400,73854,3535,0.05027090828936703,6.2,97768,37302,76.8,3.4000000000000004,17887,4.4,94.0,44.2,94.1,27.2,7.9,66.6,25.4,4.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43008,Buckeye Lake,Licking,OH,Ohio,39.93378,-82.48142,America/New_York,37.7,2619,113,0.045091779728651235,642.3,687,13,0.01928783382789317,98600,41654,1693,0.04236630714947073,5.5,59266,25094,61.1,2.3,1991,15.1,80.1,13.0,101.3,24.0,16.6,92.6,0.0,3.1,4,"Younger, Employed, Lower Educated, Low Income"
43011,Centerburg,Licking,OH,Ohio,40.31046,-82.68615,America/New_York,38.8,7952,-257,-0.03130710196126203,35.1,2374,-7,-0.002939941201175977,183600,72600,3698,0.05367043046645961,3.8,77198,28671,70.3,3.8,5921,8.0,95.2,27.2,108.8,25.5,12.9,95.7,1.1,0.5,2,"Middle Aged, Employed, Educated, Higher Income"
43014,Danville,Knox,OH,Ohio,40.47131,-82.2564,America/New_York,37.5,3481,-50,-0.01416029453412631,21.3,864,-22,-0.024830699774266364,142200,54792,8738,0.18973379076736005,0.8,59417,22763,67.1,9.4,2599,13.7,84.8,16.0,95.3,25.3,15.0,98.5,0.6,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43015,Delaware,Delaware,OH,Ohio,40.2968,-83.06069000000002,America/New_York,36.1,53852,1018,0.01926789567324072,148.6,13750,399,0.029885401842558612,188700,71670,5982,0.0910668615272196,5.5,88353,33186,67.4,5.1,39278,5.2,94.5,38.6,96.6,25.3,12.5,90.5,4.2,2.1,2,"Middle Aged, Employed, Educated, Higher Income"
43016,Dublin,Franklin,OH,Ohio,40.09859,-83.15375999999998,America/New_York,36.7,35673,923,0.02656115107913669,667.2,8194,405,0.0519964051868019,268500,87004,-1280,-0.0144986634044674,13.8,118048,48823,72.7,6.6000000000000005,23041,3.2,97.1,64.3,99.5,25.0,10.2,69.0,2.8,22.7,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43017,Dublin,Franklin,OH,Ohio,40.1168,-83.13008,America/New_York,38.0,40273,-176,-0.004351158248658804,861.5,10166,-154,-0.01492248062015504,332400,101136,2552,0.02588655359896129,18.6,140509,51619,73.0,4.8,26137,4.7,97.0,67.9,97.1,28.0,10.1,79.7,3.1,13.7,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43019,Fredericktown,Knox,OH,Ohio,40.49343,-82.5764,America/New_York,38.2,9415,452,0.050429543679571566,31.8,2761,206,0.08062622309197652,134500,50919,264,0.005211726384364821,2.5,66001,24403,62.8,6.4,6617,8.2,88.8,18.0,98.0,29.7,14.9,97.1,2.0,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43021,Galena,Delaware,OH,Ohio,40.20095,-82.88427,America/New_York,39.9,12242,-127,-0.01026760449510874,111.6,3622,-32,-0.00875752599890531,360100,125492,5449,0.045392067842356484,21.6,147880,47113,72.0,3.7,8237,2.1,97.1,59.7,99.4,30.1,10.8,89.0,1.1,6.3,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43022,Gambier,Knox,OH,Ohio,40.33833,-82.33968,America/New_York,21.8,4548,119,0.026868367577331225,38.9,863,-17,-0.019318181818181814,208400,66076,-4595,-0.06501959785484852,2.4,81478,21810,59.6,3.0,3821,0.0,94.1,39.6,108.1,14.6,8.7,93.3,3.5,0.6,5,"Young, Employed, Lower Educated, Low Income"
43023,Granville,Licking,OH,Ohio,40.07525,-82.5318,America/New_York,34.3,13284,83,0.006287402469509886,98.5,3331,-66,-0.01942890785987636,278100,102656,3508,0.03538144995360471,15.5,127515,38247,62.7,1.5,9974,2.3,97.8,53.8,99.0,22.8,13.4,92.3,1.1,4.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43025,Hebron,Licking,OH,Ohio,39.96634,-82.51675,America/New_York,48.9,5191,-175,-0.03261274692508386,58.6,1644,62,0.03919089759797725,164400,63159,172,0.002730722212520044,6.2,80407,33829,60.6,8.9,4222,5.4,90.2,21.2,103.9,18.7,21.5,98.5,0.5,0.5,3,"Older, Employed, Lower Educated, Middle Income"
43026,Hilliard,Franklin,OH,Ohio,40.02275,-83.18552,America/New_York,34.7,61659,1369,0.02270691656991209,594.7,16689,456,0.02809092589170209,195300,84773,4476,0.0557430539123504,8.3,100031,37741,76.9,6.800000000000002,42464,5.8,95.1,50.7,99.5,28.2,8.7,86.5,6.0,5.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43028,Howard,Knox,OH,Ohio,40.40034,-82.29353,America/New_York,45.0,8057,34,0.004237816278200175,54.4,2651,-69,-0.025367647058823533,141900,56588,58,0.0010260038917388997,3.3,69600,26455,58.7,6.0,6073,8.1,90.6,23.4,94.4,23.9,22.5,97.2,0.8,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43031,Johnstown,Licking,OH,Ohio,40.16104,-82.66620999999998,America/New_York,42.7,12815,140,0.011045364891518738,53.4,4016,82,0.02084392475851551,193100,72116,523,0.007305183467657453,5.1,86022,34347,68.8,9.6,10042,5.2,92.1,28.8,97.1,21.5,15.7,97.4,0.4,0.2,2,"Middle Aged, Employed, Educated, Higher Income"
43035,Lewis Center,Delaware,OH,Ohio,40.18913,-82.99511,America/New_York,33.3,26856,435,0.016464176223458613,487.4,6796,-135,-0.019477708844322608,289500,113466,4518,0.041469324815508316,16.0,130478,42170,78.0,5.2,16299,3.6,96.8,62.5,96.7,33.7,5.8,78.3,4.9,13.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43040,Marysville,Union,OH,Ohio,40.26097,-83.35955,America/New_York,36.8,34001,898,0.027127450684228012,73.4,8447,219,0.0266164316966456,183600,74890,8310,0.12481225593271253,5.1,86335,30240,63.1,5.6000000000000005,25148,4.6,91.8,29.5,86.6,24.4,10.9,92.0,3.4,2.2,2,"Middle Aged, Employed, Educated, Higher Income"
43044,Mechanicsburg,Champaign,OH,Ohio,40.05026,-83.56423000000002,America/New_York,44.3,5009,-102,-0.019956955585991,27.2,1504,-10,-0.006605019815059446,126600,61779,-565,-0.009062620300269471,1.6,80252,31568,59.9,6.4,3955,4.1,86.5,17.3,107.8,20.8,18.3,92.3,1.9,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43046,Millersport,Fairfield,OH,Ohio,39.89864,-82.54119,America/New_York,45.5,3860,-10,-0.002583979328165375,51.6,1089,8,0.007400555041628122,175600,67962,3334,0.05158754719316705,9.1,98176,37092,61.0,14.2,3064,2.6,88.2,14.8,101.5,20.3,16.9,98.9,0.0,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43050,Mount Vernon,Knox,OH,Ohio,40.3723,-82.4956,America/New_York,41.4,27635,-396,-0.014127216296243444,71.9,7200,189,0.026957637997432605,121800,46712,3296,0.07591671273263312,1.5,56754,24093,60.8,6.0,21577,13.1,90.6,23.4,91.4,21.2,18.3,96.1,1.0,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43054,New Albany,Franklin,OH,Ohio,40.08084,-82.80348000000002,America/New_York,35.2,25239,1048,0.0433218965731057,396.2,6741,282,0.04366000928936368,327500,114372,2039,0.01815138917326164,25.4,163699,61652,76.6,2.7,16528,1.2,96.3,68.1,100.1,29.4,8.1,79.0,7.2,10.1,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43055,Newark,Licking,OH,Ohio,40.11784,-82.37652,America/New_York,37.8,61813,-118,-0.0019053462724645171,204.0,15010,157,0.010570255167306268,125900,44248,1524,0.03567081733920045,1.7,57951,23730,63.1,4.6,46598,13.5,88.3,18.0,91.8,24.2,16.3,93.3,2.4,0.4,4,"Younger, Employed, Lower Educated, Low Income"
43056,Heath,Licking,OH,Ohio,40.01135,-82.33506,America/New_York,43.3,18471,298,0.016397953007208498,78.4,5533,370,0.07166376137904319,141500,53389,4208,0.0855614973262032,2.5,65656,26366,63.1,4.5,14458,8.6,88.3,17.5,95.4,21.0,18.6,94.1,1.3,1.2,3,"Older, Employed, Lower Educated, Middle Income"
43060,North Lewisburg,Logan,OH,Ohio,40.21996,-83.57248,America/New_York,36.9,2705,87,0.033231474407944994,37.3,705,-32,-0.04341926729986431,126000,63227,1727,0.02808130081300813,5.3,92070,32544,70.1,1.3,1914,3.1,92.4,14.7,99.6,28.9,10.8,96.7,0.9,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43061,Ostrander,Delaware,OH,Ohio,40.28659,-83.20325,America/New_York,45.7,4109,-156,-0.0365767878077374,33.9,1377,-10,-0.0072098053352559486,243900,82036,4207,0.054054401315704936,7.6,98736,38181,65.4,2.2,3186,3.8,96.3,34.9,107.1,21.9,16.9,98.0,0.7,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43062,Pataskala,Licking,OH,Ohio,40.00753,-82.6828,America/New_York,39.3,29098,572,0.02005188249316413,135.4,8361,273,0.033753709198813056,179500,80663,3366,0.04354632133200512,4.5,93319,34061,69.0,7.199999999999998,21400,3.8,92.2,29.4,103.1,25.1,13.1,91.1,6.0,0.4,2,"Middle Aged, Employed, Educated, Higher Income"
43064,Plain City,Madison,OH,Ohio,40.09807,-83.28778,America/New_York,38.0,13571,-438,-0.03126561496181027,47.2,4112,-52,-0.012487992315081652,233200,89930,11603,0.14813538115847666,10.7,107201,37455,70.0,5.7,9300,6.9,91.9,37.5,94.3,30.6,13.1,94.9,1.4,2.5,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43065,Powell,Delaware,OH,Ohio,40.17762000000001,-83.09366,America/New_York,39.3,42075,1118,0.027296921161217864,519.1,13266,539,0.04235090751944685,320000,122555,6368,0.05480819713048792,22.9,153997,54838,72.4,4.5,28582,1.8,98.2,67.0,97.6,29.5,11.1,87.6,3.2,7.1,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43068,Reynoldsburg,Franklin,OH,Ohio,39.95637,-82.78501999999997,America/New_York,34.2,55436,1308,0.024164942358853088,1034.4,12723,640,0.05296697839940412,139100,60820,3315,0.057647161116424664,2.3,73350,29290,73.2,5.4,39564,7.4,93.2,29.3,93.7,25.4,10.6,63.1,26.3,3.5,2,"Middle Aged, Employed, Educated, Higher Income"
43072,Saint Paris,Champaign,OH,Ohio,40.11638,-83.95628,America/New_York,44.2,5749,-29,-0.005019037729318103,31.2,1810,-13,-0.007131102578167855,125400,57583,-4655,-0.07479353449660979,1.1,66424,26271,67.7,1.5,4523,7.5,89.9,15.1,107.8,21.0,19.7,95.4,0.4,2.0,3,"Older, Employed, Lower Educated, Middle Income"
43074,Sunbury,Delaware,OH,Ohio,40.27834,-82.84958,America/New_York,41.1,12787,401,0.03237526239302438,51.9,3567,-28,-0.007788595271210014,243600,81325,2954,0.037692513812507177,7.7,102001,36014,69.1,6.1,9371,2.4,95.9,40.2,99.1,25.9,15.7,95.1,1.9,1.5,2,"Middle Aged, Employed, Educated, Higher Income"
43076,Thornville,Perry,OH,Ohio,39.89642,-82.39758,America/New_York,48.8,8478,-3,-0.00035373187124159886,48.8,2801,-5,-0.0017818959372772629,152000,61491,5292,0.0941653766081247,2.9,71763,30620,60.0,10.3,6908,4.0,90.5,20.7,90.6,18.5,20.5,96.3,0.2,0.6,3,"Older, Employed, Lower Educated, Middle Income"
43078,Urbana,Champaign,OH,Ohio,40.11282,-83.7764,America/New_York,41.8,20685,310,0.01521472392638037,52.9,5662,63,0.011252009287372746,124900,48792,3330,0.07324798733007787,1.3,57164,23686,59.2,5.2,15909,10.9,89.6,15.2,93.5,22.5,18.2,93.4,2.2,0.4,3,"Older, Employed, Lower Educated, Middle Income"
